workerid,proliferate.condition,correct,response,result,rt,stimulus
115,Mandarin_English_some,j,j,correct_rejection,1472,audio/yixie.wav
115,Mandarin_English_some,j,j,correct_rejection,2139,audio/all.wav
115,Mandarin_English_some,j,j,correct_rejection,1659,audio/some.wav
115,Mandarin_English_some,f,f,hit,1672,audio/two.wav
115,Mandarin_English_some,j,j,correct_rejection,2779,audio/ten.wav
115,Mandarin_English_some,j,j,correct_rejection,1941,audio/two.wav
115,Mandarin_English_some,f,f,hit,1480,audio/some.wav
115,Mandarin_English_some,f,f,hit,2171,audio/ten.wav
115,Mandarin_English_some,j,j,correct_rejection,1619,audio/six.wav
115,Mandarin_English_some,j,j,correct_rejection,1651,audio/six.wav
115,Mandarin_English_some,j,j,correct_rejection,1368,audio/none.wav
115,Mandarin_English_some,f,f,hit,1059,audio/all.wav
115,Mandarin_English_some,j,j,correct_rejection,1501,audio/all.wav
115,Mandarin_English_some,f,f,hit,1861,audio/six.wav
115,Mandarin_English_some,j,j,correct_rejection,1360,audio/some.wav
115,Mandarin_English_some,f,f,hit,1160,audio/all.wav
115,Mandarin_English_some,f,f,hit,1659,audio/none.wav
115,Mandarin_English_some,j,j,correct_rejection,2019,audio/none.wav
115,Mandarin_English_some,f,f,hit,1360,audio/some.wav
115,Mandarin_English_some,f,f,hit,1629,audio/none.wav
115,Mandarin_English_some,f,f,hit,1469,audio/two.wav
115,Mandarin_English_some,f,f,hit,1869,audio/six.wav
115,Mandarin_English_some,j,j,correct_rejection,2181,audio/ten.wav
115,Mandarin_English_some,j,j,correct_rejection,1451,audio/two.wav
115,Mandarin_English_some,f,f,hit,1861,audio/ten.wav
122,Mandarin_English_some,f,f,hit,998,audio/suoyou.wav
122,Mandarin_English_some,f,f,hit,2873,audio/10.wav
122,Mandarin_English_some,f,f,hit,1637,audio/6.wav
122,Mandarin_English_some,j,j,correct_rejection,1068,audio/6.wav
122,Mandarin_English_some,j,j,correct_rejection,1341,audio/yixie.wav
122,Mandarin_English_some,j,j,correct_rejection,1689,audio/6.wav
122,Mandarin_English_some,j,j,correct_rejection,993,audio/suoyou.wav
122,Mandarin_English_some,j,j,correct_rejection,1161,audio/2.wav
122,Mandarin_English_some,j,j,correct_rejection,2206,audio/suoyou.wav
122,Mandarin_English_some,j,,false_alarm,NA,audio/10.wav
122,Mandarin_English_some,j,j,correct_rejection,2711,audio/10.wav
122,Mandarin_English_some,f,f,hit,987,audio/2.wav
122,Mandarin_English_some,f,f,hit,1503,audio/yixie.wav
122,Mandarin_English_some,f,f,hit,1196,audio/2.wav
122,Mandarin_English_some,j,j,correct_rejection,952,audio/meiyou.wav
122,Mandarin_English_some,f,f,hit,1231,audio/meiyou.wav
122,Mandarin_English_some,f,f,hit,1242,audio/6.wav
122,Mandarin_English_some,j,j,correct_rejection,1068,audio/2.wav
122,Mandarin_English_some,f,f,hit,2270,audio/10.wav
122,Mandarin_English_some,f,f,hit,1138,audio/meiyou.wav
122,Mandarin_English_some,f,f,hit,819,audio/suoyou.wav
122,Mandarin_English_some,f,f,hit,1149,audio/yixie.wav
122,Mandarin_English_some,j,j,correct_rejection,952,audio/meiyou.wav
122,Mandarin_English_some,j,j,correct_rejection,1161,audio/yixie.wav
122,Mandarin_English_some,f,,false_alarm,NA,audio/none.wav
122,Mandarin_English_some,j,j,correct_rejection,2450,audio/ten.wav
122,Mandarin_English_some,j,j,correct_rejection,1231,audio/all.wav
122,Mandarin_English_some,f,f,hit,789,audio/all.wav
122,Mandarin_English_some,j,j,correct_rejection,2676,audio/two.wav
122,Mandarin_English_some,j,j,correct_rejection,1289,audio/six.wav
122,Mandarin_English_some,j,j,correct_rejection,1451,audio/none.wav
122,Mandarin_English_some,j,j,correct_rejection,1689,audio/six.wav
122,Mandarin_English_some,f,f,hit,1527,audio/two.wav
122,Mandarin_English_some,f,f,hit,1393,audio/none.wav
122,Mandarin_English_some,f,f,hit,1103,audio/all.wav
122,Mandarin_English_some,f,f,hit,1892,audio/ten.wav
122,Mandarin_English_some,f,f,hit,1341,audio/six.wav
122,Mandarin_English_some,j,j,correct_rejection,1109,audio/all.wav
122,Mandarin_English_some,f,j,false_alarm,3576,audio/ten.wav
122,Mandarin_English_some,f,j,false_alarm,1039,audio/some.wav
122,Mandarin_English_some,j,j,correct_rejection,981,audio/none.wav
122,Mandarin_English_some,j,j,correct_rejection,1300,audio/two.wav
122,Mandarin_English_some,f,j,false_alarm,1161,audio/some.wav
122,Mandarin_English_some,f,f,hit,952,audio/two.wav
122,Mandarin_English_some,j,j,correct_rejection,1120,audio/some.wav
122,Mandarin_English_some,j,j,correct_rejection,1579,audio/ten.wav
122,Mandarin_English_some,j,j,correct_rejection,969,audio/some.wav
122,Mandarin_English_some,f,f,hit,1480,audio/six.wav
102,Mandarin_English_some,f,f,hit,1608,audio/2.wav
102,Mandarin_English_some,f,f,hit,1811,audio/6.wav
102,Mandarin_English_some,f,,false_alarm,NA,audio/10.wav
102,Mandarin_English_some,j,j,correct_rejection,3531,audio/10.wav
102,Mandarin_English_some,f,f,hit,1211,audio/2.wav
102,Mandarin_English_some,j,j,correct_rejection,1688,audio/6.wav
102,Mandarin_English_some,j,j,correct_rejection,1211,audio/suoyou.wav
102,Mandarin_English_some,f,f,hit,1640,audio/meiyou.wav
102,Mandarin_English_some,f,f,hit,1091,audio/suoyou.wav
102,Mandarin_English_some,j,j,correct_rejection,1331,audio/meiyou.wav
102,Mandarin_English_some,j,j,correct_rejection,1349,audio/suoyou.wav
102,Mandarin_English_some,f,f,hit,1139,audio/suoyou.wav
102,Mandarin_English_some,f,f,hit,1408,audio/meiyou.wav
102,Mandarin_English_some,j,j,correct_rejection,1109,audio/2.wav
102,Mandarin_English_some,f,f,hit,2621,audio/yixie.wav
102,Mandarin_English_some,j,j,correct_rejection,1568,audio/6.wav
102,Mandarin_English_some,j,j,correct_rejection,1440,audio/yixie.wav
102,Mandarin_English_some,f,f,hit,1520,audio/6.wav
102,Mandarin_English_some,j,j,correct_rejection,1381,audio/meiyou.wav
102,Mandarin_English_some,f,f,hit,1261,audio/yixie.wav
102,Mandarin_English_some,j,j,correct_rejection,1149,audio/2.wav
102,Mandarin_English_some,j,j,correct_rejection,1832,audio/yixie.wav
102,Mandarin_English_some,f,f,hit,2269,audio/10.wav
102,Mandarin_English_some,j,j,correct_rejection,1549,audio/10.wav
102,Mandarin_English_some,f,f,hit,3051,audio/some.wav
102,Mandarin_English_some,f,f,hit,2269,audio/none.wav
102,Mandarin_English_some,f,f,hit,1531,audio/all.wav
102,Mandarin_English_some,f,f,hit,1211,audio/two.wav
102,Mandarin_English_some,j,j,correct_rejection,1581,audio/none.wav
102,Mandarin_English_some,f,f,hit,2272,audio/ten.wav
102,Mandarin_English_some,j,j,correct_rejection,1509,audio/two.wav
102,Mandarin_English_some,f,f,hit,1589,audio/six.wav
102,Mandarin_English_some,j,j,correct_rejection,1851,audio/two.wav
102,Mandarin_English_some,j,j,correct_rejection,1731,audio/some.wav
102,Mandarin_English_some,j,j,correct_rejection,3331,audio/ten.wav
102,Mandarin_English_some,f,f,hit,1429,audio/six.wav
102,Mandarin_English_some,f,f,hit,3101,audio/ten.wav
102,Mandarin_English_some,j,j,correct_rejection,2539,audio/six.wav
102,Mandarin_English_some,j,j,correct_rejection,1392,audio/ten.wav
102,Mandarin_English_some,j,j,correct_rejection,1469,audio/some.wav
102,Mandarin_English_some,f,f,hit,1560,audio/some.wav
102,Mandarin_English_some,f,f,hit,1309,audio/all.wav
102,Mandarin_English_some,j,j,correct_rejection,1139,audio/six.wav
102,Mandarin_English_some,j,j,correct_rejection,1211,audio/all.wav
102,Mandarin_English_some,f,f,hit,2811,audio/none.wav
102,Mandarin_English_some,f,f,hit,1531,audio/two.wav
102,Mandarin_English_some,j,j,correct_rejection,1392,audio/all.wav
102,Mandarin_English_some,j,j,correct_rejection,1680,audio/none.wav
110,Mandarin_English_some,j,j,correct_rejection,1611,audio/meiyou.wav
110,Mandarin_English_some,j,j,correct_rejection,3488,audio/6.wav
110,Mandarin_English_some,f,f,hit,1472,audio/2.wav
110,Mandarin_English_some,j,,false_alarm,NA,audio/10.wav
110,Mandarin_English_some,j,j,correct_rejection,1813,audio/suoyou.wav
110,Mandarin_English_some,f,f,hit,1936,audio/yixie.wav
110,Mandarin_English_some,f,j,false_alarm,2496,audio/6.wav
110,Mandarin_English_some,f,f,hit,1653,audio/suoyou.wav
110,Mandarin_English_some,f,f,hit,1483,audio/suoyou.wav
110,Mandarin_English_some,f,f,hit,2352,audio/2.wav
110,Mandarin_English_some,f,f,hit,3077,audio/10.wav
110,Mandarin_English_some,j,j,correct_rejection,1579,audio/yixie.wav
110,Mandarin_English_some,j,j,correct_rejection,2939,audio/6.wav
110,Mandarin_English_some,f,f,hit,1429,audio/meiyou.wav
110,Mandarin_English_some,j,j,correct_rejection,1915,audio/2.wav
110,Mandarin_English_some,j,j,correct_rejection,2539,audio/10.wav
110,Mandarin_English_some,j,j,correct_rejection,1461,audio/suoyou.wav
110,Mandarin_English_some,f,f,hit,1493,audio/6.wav
110,Mandarin_English_some,f,f,hit,2181,audio/meiyou.wav
110,Mandarin_English_some,j,j,correct_rejection,1451,audio/meiyou.wav
110,Mandarin_English_some,f,f,hit,1557,audio/yixie.wav
110,Mandarin_English_some,j,j,correct_rejection,1419,audio/2.wav
110,Mandarin_English_some,f,f,hit,2779,audio/10.wav
110,Mandarin_English_some,j,j,correct_rejection,1355,audio/yixie.wav
110,Mandarin_English_some,f,f,hit,1915,audio/ten.wav
110,Mandarin_English_some,j,j,correct_rejection,1493,audio/some.wav
110,Mandarin_English_some,j,j,correct_rejection,1941,audio/ten.wav
110,Mandarin_English_some,j,j,correct_rejection,1680,audio/six.wav
110,Mandarin_English_some,f,f,hit,1589,audio/ten.wav
110,Mandarin_English_some,f,f,hit,1707,audio/none.wav
110,Mandarin_English_some,j,j,correct_rejection,1765,audio/none.wav
110,Mandarin_English_some,j,j,correct_rejection,1845,audio/two.wav
110,Mandarin_English_some,f,f,hit,1973,audio/six.wav
110,Mandarin_English_some,f,f,hit,1451,audio/two.wav
110,Mandarin_English_some,f,f,hit,1605,audio/six.wav
110,Mandarin_English_some,f,f,hit,1419,audio/some.wav
110,Mandarin_English_some,j,j,correct_rejection,1643,audio/all.wav
110,Mandarin_English_some,j,j,correct_rejection,1573,audio/none.wav
110,Mandarin_English_some,j,j,correct_rejection,1531,audio/two.wav
110,Mandarin_English_some,j,j,correct_rejection,2304,audio/six.wav
110,Mandarin_English_some,j,j,correct_rejection,2693,audio/ten.wav
110,Mandarin_English_some,f,f,hit,1467,audio/all.wav
110,Mandarin_English_some,f,f,hit,2571,audio/some.wav
110,Mandarin_English_some,j,j,correct_rejection,1376,audio/some.wav
110,Mandarin_English_some,f,f,hit,1424,audio/all.wav
110,Mandarin_English_some,j,j,correct_rejection,1397,audio/all.wav
110,Mandarin_English_some,f,f,hit,2101,audio/none.wav
110,Mandarin_English_some,f,f,hit,1515,audio/two.wav
